scenario,agent,slice,metric,mean,std,ci_lower,ci_upper,n
treatment_allocation_confounding,baseline,adversarial,under_treatment_disparity,0.13105910010308067,0.021000773793871913,0.11771584502401947,0.14440235518214187,12
treatment_allocation_confounding,baseline,adversarial,bias_perpetuation_rate,-0.046481343594973974,0.01208045733089635,-0.054156899992086414,-0.038805787197861534,12
treatment_allocation_confounding,baseline,adversarial,group_fairness_gap,0.11196254510728705,0.041563687620171576,0.08555423789985453,0.13837085231471957,12
treatment_allocation_confounding,baseline,adversarial,action_alignment_diagnostic,0.5310434841075224,0.011193470149019709,0.523931492478823,0.5381554757362219,12
treatment_allocation_confounding,baseline,adversarial,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,baseline,degradation,success_rate_drop,0.044416666666666695,0.028474736277279318,0.026324682381420744,0.06250865095191264,12
treatment_allocation_confounding,baseline,degradation,fairness_gap_increase,0.032169897149859066,0.02092243364722834,0.018876417025276024,0.04546337727444211,12
treatment_allocation_confounding,baseline,degradation,near_optimal_rate_drop,0.06599999999999995,0.012569805089976545,0.058013526870206,0.0739864731297939,12
treatment_allocation_confounding,baseline,degradation,action_alignment_diagnostic_drop,0.049729897680314605,0.013331781099453916,0.04125928809162748,0.05820050726900173,12
treatment_allocation_confounding,workflow,overall,success_rate,0.5816666666666667,0.010470738447519543,0.5750138768531715,0.5883194564801618,12
treatment_allocation_confounding,workflow,overall,near_optimal_rate,0.8769722222222222,0.004684938974912399,0.8739955540105807,0.8799488904338636,12
treatment_allocation_confounding,workflow,overall,avg_cost,0.5379777777777778,0.006422877094289624,0.533896876366632,0.5420586791889236,12
treatment_allocation_confounding,workflow,overall,fairness_gap_ses,0.030707268327268483,0.007800977703031822,0.02575076356323943,0.035663773091297535,12
treatment_allocation_confounding,workflow,overall,fairness_gap_ses_max_min,0.07549793554161256,0.016786748181877253,0.06483214459803714,0.08616372648518798,12
treatment_allocation_confounding,workflow,overall,under_treatment_disparity,0.004865515579692997,0.0027574425852990208,0.0031135201464462846,0.006617511012939709,12
treatment_allocation_confounding,workflow,overall,bias_perpetuation_rate,-0.004322798060657919,0.002397776066552906,-0.005846272290346515,-0.002799323830969323,12
treatment_allocation_confounding,workflow,overall,group_fairness_gap,0.03788834777593744,0.0169717269269218,0.027105026944960718,0.048671668606914166,12
treatment_allocation_confounding,workflow,overall,action_alignment_diagnostic,0.8092183382401367,0.015270513718055679,0.7995159167137557,0.8189207597665177,12
treatment_allocation_confounding,workflow,overall,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,workflow,normal,success_rate,0.5863333333333333,0.017411246800603197,0.5752707548976411,0.5973959117690254,12
treatment_allocation_confounding,workflow,normal,near_optimal_rate,0.8853333333333332,0.0076435752383451116,0.8804768373240768,0.8901898293425896,12
treatment_allocation_confounding,workflow,normal,avg_cost,0.5310749999999999,0.010094136461782702,0.5246614916724295,0.5374885083275702,12
treatment_allocation_confounding,workflow,normal,fairness_gap_ses,0.03909311696198698,0.01105016906785599,0.03207217449642033,0.04611405942755363,12
treatment_allocation_confounding,workflow,normal,fairness_gap_ses_max_min,0.1031255386062944,0.030582475289586904,0.08369436084382928,0.12255671636875953,12
treatment_allocation_confounding,workflow,normal,under_treatment_disparity,0.009123138938612113,0.0064834445550741035,0.005003754798845406,0.01324252307837882,12
treatment_allocation_confounding,workflow,normal,bias_perpetuation_rate,-0.004006444292227904,0.005444664278547701,-0.007465818932495401,-0.000547069651960407,12
treatment_allocation_confounding,workflow,normal,group_fairness_gap,0.028736121670586524,0.024891797505281688,0.012920628072620545,0.0445516152685525,12
treatment_allocation_confounding,workflow,normal,action_alignment_diagnostic,0.8058783107848493,0.03717630087510193,0.7822576161218192,0.8294990054478794,12
treatment_allocation_confounding,workflow,normal,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,workflow,surface_shift,success_rate,0.6024999999999999,0.013304134695650083,0.5940469560982534,0.6109530439017464,12
treatment_allocation_confounding,workflow,surface_shift,near_optimal_rate,0.8971666666666667,0.005936533015357053,0.8933947735408861,0.9009385597924472,12
treatment_allocation_confounding,workflow,surface_shift,avg_cost,0.5014,0.006117783318104107,0.4975129459260349,0.505287054073965,12
treatment_allocation_confounding,workflow,surface_shift,fairness_gap_ses,0.016275822475081157,0.00924805344761966,0.01039988964767321,0.022151755302489105,12
treatment_allocation_confounding,workflow,surface_shift,fairness_gap_ses_max_min,0.04348379806503292,0.025462034120539115,0.027305993407127777,0.059661602722938065,12
treatment_allocation_confounding,workflow,surface_shift,under_treatment_disparity,0.0037867110889981165,0.003511562170645561,0.0015555709306017533,0.006017851247394479,12
treatment_allocation_confounding,workflow,surface_shift,bias_perpetuation_rate,-0.004391534508279243,0.0027603465672634657,-0.006145375043638711,-0.002637693972919775,12
treatment_allocation_confounding,workflow,surface_shift,group_fairness_gap,0.032608284832475416,0.023816196800288427,0.01747619531813092,0.04774037434681991,12
treatment_allocation_confounding,workflow,surface_shift,action_alignment_diagnostic,0.9550190775204263,0.04413143742999551,0.926979299919189,0.9830588551216635,12
treatment_allocation_confounding,workflow,surface_shift,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,workflow,adversarial,success_rate,0.5561666666666667,0.0117769677632644,0.548683938341248,0.5636493949920854,12
treatment_allocation_confounding,workflow,adversarial,near_optimal_rate,0.8484166666666667,0.010031390126935949,0.8420430254582489,0.8547903078750845,12
treatment_allocation_confounding,workflow,adversarial,avg_cost,0.5814583333333333,0.013125527406430972,0.5731187710890925,0.5897978955775741,12
treatment_allocation_confounding,workflow,adversarial,fairness_gap_ses,0.05436669204382455,0.011588317784818815,0.0470038261962252,0.0617295578914239,12
treatment_allocation_confounding,workflow,adversarial,fairness_gap_ses_max_min,0.13516814495542706,0.025057363017848167,0.1192474560495094,0.15108883386134472,12
treatment_allocation_confounding,workflow,adversarial,under_treatment_disparity,0.00832973911950919,0.005793710640191797,0.004648591001580862,0.012010887237437519,12
treatment_allocation_confounding,workflow,adversarial,bias_perpetuation_rate,-0.004602857385892128,0.003464360362098818,-0.006804006945950825,-0.0024017078258334315,12
treatment_allocation_confounding,workflow,adversarial,group_fairness_gap,0.06593825923734671,0.030884082560180732,0.046315449357668494,0.08556106911702493,12
treatment_allocation_confounding,workflow,adversarial,action_alignment_diagnostic,0.688661430316758,0.031276331186431465,0.668789397550064,0.708533463083452,12
treatment_allocation_confounding,workflow,adversarial,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,workflow,degradation,success_rate_drop,0.03016666666666663,0.016985733764402135,0.019374446315739566,0.04095888701759369,12
treatment_allocation_confounding,workflow,degradation,fairness_gap_increase,0.015273575081837583,0.013403461720761524,0.006757421799202759,0.023789728364472407,12
treatment_allocation_confounding,workflow,degradation,near_optimal_rate_drop,0.0369166666666667,0.008918401134053061,0.03125018492665656,0.042583148406676846,12
treatment_allocation_confounding,workflow,degradation,action_alignment_diagnostic_drop,0.11721688046809114,0.0531010991156008,0.08347805172623177,0.15095570920995052,12
treatment_allocation_confounding,causal_light,overall,success_rate,0.7066666666666666,0.010111499604036206,0.7002421263248315,0.7130912070085016,12
treatment_allocation_confounding,causal_light,overall,near_optimal_rate,0.9951944444444444,0.0008097678097602557,0.9946799425243487,0.9957089463645401,12
treatment_allocation_confounding,causal_light,overall,avg_cost,0.3613125,0.0060834480063911575,0.3574472615423023,0.3651777384576977,12
treatment_allocation_confounding,causal_light,overall,fairness_gap_ses,0.029540538523128174,0.006222796292181049,0.025586762388658448,0.033494314657597904,12
treatment_allocation_confounding,causal_light,overall,fairness_gap_ses_max_min,0.07922370147473547,0.01789326360068641,0.06785486417548751,0.09059253877398342,12
treatment_allocation_confounding,causal_light,overall,under_treatment_disparity,0.018017525619062332,0.006307339087187223,0.014010033555363687,0.022025017682760977,12
treatment_allocation_confounding,causal_light,overall,bias_perpetuation_rate,-0.011418142774103466,0.006340417535703411,-0.015446651881293141,-0.00738963366691379,12
treatment_allocation_confounding,causal_light,overall,group_fairness_gap,0.039669592485708886,0.0191828181451879,0.02748141131872845,0.05185777365268932,12
treatment_allocation_confounding,causal_light,overall,action_alignment_diagnostic,0.7537824966533669,0.014594316589140446,0.7445097102853571,0.7630552830213768,12
treatment_allocation_confounding,causal_light,overall,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,causal_light,normal,success_rate,0.7098333333333334,0.01647495804013601,0.6993656443946281,0.7203010222720387,12
treatment_allocation_confounding,causal_light,normal,near_optimal_rate,0.9958333333333332,0.0013371158468430443,0.9949837704558031,0.9966828962108634,12
treatment_allocation_confounding,causal_light,normal,avg_cost,0.35870833333333324,0.009825958970857227,0.35246521685432064,0.36495144981234584,12
treatment_allocation_confounding,causal_light,normal,fairness_gap_ses,0.044166135760856096,0.0092860516626939,0.0382660600194174,0.05006621150229479,12
treatment_allocation_confounding,causal_light,normal,fairness_gap_ses_max_min,0.11665094320039977,0.028494138970133347,0.09854663103226183,0.13475525536853772,12
treatment_allocation_confounding,causal_light,normal,under_treatment_disparity,0.020922333393728842,0.010486466600346057,0.01425955038869008,0.027585116398767606,12
treatment_allocation_confounding,causal_light,normal,bias_perpetuation_rate,-0.008216395691545671,0.007848892577934953,-0.01320334411466029,-0.0032294472684310507,12
treatment_allocation_confounding,causal_light,normal,group_fairness_gap,0.027789235082513176,0.016635796054950074,0.01721935454462499,0.03835911562040136,12
treatment_allocation_confounding,causal_light,normal,action_alignment_diagnostic,0.7153050214747972,0.014289996494622148,0.7062255908700891,0.7243844520795054,12
treatment_allocation_confounding,causal_light,normal,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,causal_light,surface_shift,success_rate,0.7141666666666665,0.01186157534634291,0.7066301812476415,0.7217031520856915,12
treatment_allocation_confounding,causal_light,surface_shift,near_optimal_rate,0.99825,0.0018153386861559887,0.9970965888265824,0.9994034111734176,12
treatment_allocation_confounding,causal_light,surface_shift,avg_cost,0.3458249999999999,0.005998693039472713,0.3420136122791327,0.3496363877208671,12
treatment_allocation_confounding,causal_light,surface_shift,fairness_gap_ses,0.016862288114299528,0.008922880316318535,0.011192960437653885,0.02253161579094517,12
treatment_allocation_confounding,causal_light,surface_shift,fairness_gap_ses_max_min,0.044016680235907095,0.02399825372695599,0.02876891726898991,0.05926444320282428,12
treatment_allocation_confounding,causal_light,surface_shift,under_treatment_disparity,0.009290188764828964,0.007809611171265371,0.004328198556787805,0.014252178972870122,12
treatment_allocation_confounding,causal_light,surface_shift,bias_perpetuation_rate,-0.009354519370884771,0.007852004568249799,-0.014343445058312702,-0.00436559368345684,12
treatment_allocation_confounding,causal_light,surface_shift,group_fairness_gap,0.036895087369645224,0.02629768641452188,0.020186334574997217,0.05360384016429323,12
treatment_allocation_confounding,causal_light,surface_shift,action_alignment_diagnostic,0.9529986111439044,0.02755188687992692,0.9354929773917052,0.9705042448961035,12
treatment_allocation_confounding,causal_light,surface_shift,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,causal_light,adversarial,success_rate,0.6960000000000001,0.010470738447519508,0.6893472101865049,0.7026527898134952,12
treatment_allocation_confounding,causal_light,adversarial,near_optimal_rate,0.9915000000000003,0.0021950357213908448,0.9901053408400261,0.9928946591599744,12
treatment_allocation_confounding,causal_light,adversarial,avg_cost,0.3794041666666666,0.011088045535074198,0.37235915864196645,0.38644917469136675,12
treatment_allocation_confounding,causal_light,adversarial,fairness_gap_ses,0.050582978451983375,0.01163520145199714,0.04319032414342813,0.05797563276053862,12
treatment_allocation_confounding,causal_light,adversarial,fairness_gap_ses_max_min,0.13378077427831891,0.035492074188094504,0.11123018619880248,0.15633136235783535,12
treatment_allocation_confounding,causal_light,adversarial,under_treatment_disparity,0.039143582638883685,0.008389069669214023,0.033813422066181265,0.044473743211586106,12
treatment_allocation_confounding,causal_light,adversarial,bias_perpetuation_rate,-0.016579481147162418,0.007733944022079441,-0.021493394742284302,-0.011665567552040535,12
treatment_allocation_confounding,causal_light,adversarial,group_fairness_gap,0.07002958353959134,0.029620341054597463,0.05120971670517914,0.08884945037400353,12
treatment_allocation_confounding,causal_light,adversarial,action_alignment_diagnostic,0.6406812976132383,0.008130715277664652,0.6355152875895145,0.6458473076369622,12
treatment_allocation_confounding,causal_light,adversarial,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,causal_light,degradation,success_rate_drop,0.013833333333333336,0.012261049438499661,0.006043034185279049,0.021623632481387624,12
treatment_allocation_confounding,causal_light,degradation,fairness_gap_increase,0.006416842691127276,0.01145099744612745,-0.0008587739758139498,0.013692459358068503,12
treatment_allocation_confounding,causal_light,degradation,near_optimal_rate_drop,0.0043333333333333375,0.002806917861068951,0.002549902809590212,0.006116763857076463,12
treatment_allocation_confounding,causal_light,degradation,action_alignment_diagnostic_drop,0.07462372386155885,0.01673789959631035,0.0639889698285215,0.08525847789459622,12
treatment_allocation_confounding,stability_filtered,overall,success_rate,0.6809999999999999,0.04183372570140753,0.6544201187813259,0.707579881218674,12
treatment_allocation_confounding,stability_filtered,overall,near_optimal_rate,0.9951111111111111,0.003520024487212035,0.9928745942532837,0.9973476279689384,12
treatment_allocation_confounding,stability_filtered,overall,avg_cost,0.3573333333333333,0.08644003789630791,0.3024119534825243,0.41225471318414225,12
treatment_allocation_confounding,stability_filtered,overall,fairness_gap_ses,0.009468123617313754,0.004847777979830772,0.006387992438032477,0.012548254796595031,12
treatment_allocation_confounding,stability_filtered,overall,fairness_gap_ses_max_min,0.023851124174223443,0.012029759833353968,0.016207779430272823,0.03149446891817406,12
treatment_allocation_confounding,stability_filtered,overall,under_treatment_disparity,0.01048276690312369,0.00941385011807899,0.004501491897045952,0.016464041909201428,12
treatment_allocation_confounding,stability_filtered,overall,bias_perpetuation_rate,0.00010075277604391283,0.0045421320614848605,-0.0027851802516648022,0.0029866858037526276,12
treatment_allocation_confounding,stability_filtered,overall,group_fairness_gap,0.013616039763066254,0.009673231932997762,0.007469961414344974,0.019762118111787533,12
treatment_allocation_confounding,stability_filtered,overall,action_alignment_diagnostic,0.920140554485063,0.033292387795230256,0.8989875804612008,0.9412935285089253,12
treatment_allocation_confounding,stability_filtered,overall,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,stability_filtered,normal,success_rate,0.6785000000000001,0.03815161142789978,0.654259622575991,0.7027403774240092,12
treatment_allocation_confounding,stability_filtered,normal,near_optimal_rate,0.9951666666666666,0.00462863288933595,0.9922257736350125,0.9981075596983208,12
treatment_allocation_confounding,stability_filtered,normal,avg_cost,0.361475,0.08335936032951223,0.3085109892915648,0.4144390107084352,12
treatment_allocation_confounding,stability_filtered,normal,fairness_gap_ses,0.021093769598970316,0.011704482986402706,0.013657095903562198,0.028530443294378434,12
treatment_allocation_confounding,stability_filtered,normal,fairness_gap_ses_max_min,0.05570604540857483,0.03152761730389934,0.035674353059995334,0.07573773775715432,12
treatment_allocation_confounding,stability_filtered,normal,under_treatment_disparity,0.008888021162092889,0.006708609353944281,0.004625574134470735,0.013150468189715043,12
treatment_allocation_confounding,stability_filtered,normal,bias_perpetuation_rate,-0.004192837387712215,0.01099044594122556,-0.011175833588985428,0.0027901588135609973,12
treatment_allocation_confounding,stability_filtered,normal,group_fairness_gap,0.01689473408060721,0.014404047894094019,0.007742838673877268,0.02604662948733715,12
treatment_allocation_confounding,stability_filtered,normal,action_alignment_diagnostic,0.9173989914124564,0.05046250181846677,0.885336647410262,0.9494613354146508,12
treatment_allocation_confounding,stability_filtered,normal,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,stability_filtered,surface_shift,success_rate,0.6831666666666666,0.04682041771654236,0.6534183925015346,0.7129149408317986,12
treatment_allocation_confounding,stability_filtered,surface_shift,near_optimal_rate,0.9974166666666666,0.0017298624923456336,0.9963175644757843,0.9985157688575489,12
treatment_allocation_confounding,stability_filtered,surface_shift,avg_cost,0.35131249999999997,0.09157470404240761,0.2931287089254093,0.4094962910745906,12
treatment_allocation_confounding,stability_filtered,surface_shift,fairness_gap_ses,0.01710513497191832,0.008633110889161143,0.01161991800560292,0.02259035193823372,12
treatment_allocation_confounding,stability_filtered,surface_shift,fairness_gap_ses_max_min,0.045618855534493026,0.023604195138205986,0.030621465449898896,0.060616245619087156,12
treatment_allocation_confounding,stability_filtered,surface_shift,under_treatment_disparity,0.013282217072826894,0.01568479971977412,0.003316570779069654,0.023247863366584135,12
treatment_allocation_confounding,stability_filtered,surface_shift,bias_perpetuation_rate,0.0071262499607397806,0.01881454350867839,-0.004827940665590726,0.019080440587070285,12
treatment_allocation_confounding,stability_filtered,surface_shift,group_fairness_gap,0.027092008454081728,0.015518767963798214,0.017231853705205438,0.03695216320295802,12
treatment_allocation_confounding,stability_filtered,surface_shift,action_alignment_diagnostic,0.951009225455628,0.0364236331971459,0.9278667530198029,0.9741516978914532,12
treatment_allocation_confounding,stability_filtered,surface_shift,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,stability_filtered,adversarial,success_rate,0.6813333333333333,0.04395107472743947,0.6534081527260248,0.7092585139406419,12
treatment_allocation_confounding,stability_filtered,adversarial,near_optimal_rate,0.9927499999999999,0.005495866215124374,0.9892580932012991,0.9962419067987007,12
treatment_allocation_confounding,stability_filtered,adversarial,avg_cost,0.3592125,0.08539200815543678,0.3049570064779589,0.41346799352204106,12
treatment_allocation_confounding,stability_filtered,adversarial,fairness_gap_ses,0.013753279935111365,0.007014231807833276,0.009296649664521305,0.018209910205701424,12
treatment_allocation_confounding,stability_filtered,adversarial,fairness_gap_ses_max_min,0.03687187824609564,0.019017252480530017,0.02478889248370116,0.048954864008490126,12
treatment_allocation_confounding,stability_filtered,adversarial,under_treatment_disparity,0.021669586345157556,0.019652412958502983,0.009183038868470205,0.03415613382184491,12
treatment_allocation_confounding,stability_filtered,adversarial,bias_perpetuation_rate,-0.0024647718113049773,0.009822287016175036,-0.00870555524161927,0.003776011619009316,12
treatment_allocation_confounding,stability_filtered,adversarial,group_fairness_gap,0.02714411866050334,0.016052674097305628,0.016944736138517876,0.0373435011824888,12
treatment_allocation_confounding,stability_filtered,adversarial,action_alignment_diagnostic,0.882366778172268,0.04169072920610598,0.8558777525921027,0.9088558037524334,12
treatment_allocation_confounding,stability_filtered,adversarial,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,stability_filtered,degradation,success_rate_drop,-0.0028333333333333357,0.019097040862316086,-0.014967014214915648,0.009300347548248978,12
treatment_allocation_confounding,stability_filtered,degradation,fairness_gap_increase,-0.00734048966385895,0.015114758431617253,-0.016943949002595837,0.0022629696748779375,12
treatment_allocation_confounding,stability_filtered,degradation,near_optimal_rate_drop,0.002416666666666669,0.004166060561977063,-0.00023032192998675592,0.005063655263320093,12
treatment_allocation_confounding,stability_filtered,degradation,action_alignment_diagnostic_drop,0.03503221324018826,0.07139353666406079,-0.010329075827305509,0.08039350230768202,12
treatment_allocation_confounding,structural_causal,overall,success_rate,0.7071666666666666,0.038739351746478315,0.6825528568602122,0.731780476473121,12
treatment_allocation_confounding,structural_causal,overall,near_optimal_rate,0.9945277777777778,0.0030300126123460965,0.9926025996116712,0.9964529559438844,12
treatment_allocation_confounding,structural_causal,overall,avg_cost,0.2769111111111111,0.08534378141924592,0.22268625939536446,0.33113596282685775,12
treatment_allocation_confounding,structural_causal,overall,fairness_gap_ses,0.008826340589847057,0.003971345192447141,0.0063030682366498406,0.011349612943044273,12
treatment_allocation_confounding,structural_causal,overall,fairness_gap_ses_max_min,0.023331409006855097,0.010544651402016348,0.01663165714257183,0.030031160871138364,12
treatment_allocation_confounding,structural_causal,overall,under_treatment_disparity,0.01019821101901168,0.0066585634563822394,0.005967561637675577,0.014428860400347783,12
treatment_allocation_confounding,structural_causal,overall,bias_perpetuation_rate,-0.010725598559315657,0.013193156923197814,-0.01910813054847882,-0.002343066570152494,12
treatment_allocation_confounding,structural_causal,overall,group_fairness_gap,0.011504797625374466,0.006372936778144274,0.007455626777282992,0.015553968473465941,12
treatment_allocation_confounding,structural_causal,overall,action_alignment_diagnostic,0.9779708417720356,0.01545154269539148,0.9681533999209275,0.9877882836231437,12
treatment_allocation_confounding,structural_causal,overall,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,structural_causal,normal,success_rate,0.703,0.039409274404521945,0.6779605416437703,0.7280394583562296,12
treatment_allocation_confounding,structural_causal,normal,near_optimal_rate,0.9942500000000001,0.004474676219876395,0.9914069263692826,0.9970930736307175,12
treatment_allocation_confounding,structural_causal,normal,avg_cost,0.2642,0.08716951614787445,0.20881513178058053,0.31958486821941945,12
treatment_allocation_confounding,structural_causal,normal,fairness_gap_ses,0.018206603800395637,0.010593013143845476,0.011476124351327754,0.024937083249463518,12
treatment_allocation_confounding,structural_causal,normal,fairness_gap_ses_max_min,0.04930109516143857,0.027927058042154024,0.0315570890252006,0.06704510129767653,12
treatment_allocation_confounding,structural_causal,normal,under_treatment_disparity,0.018470479969657328,0.017209795385578073,0.0075358976565414754,0.029405062282773183,12
treatment_allocation_confounding,structural_causal,normal,bias_perpetuation_rate,-0.011014308114071067,0.024658467490910524,-0.02668155089376177,0.0046529346656196385,12
treatment_allocation_confounding,structural_causal,normal,group_fairness_gap,0.008945304539600138,0.007588022611799467,0.004124104985302323,0.013766504093897954,12
treatment_allocation_confounding,structural_causal,normal,action_alignment_diagnostic,0.9641778374692538,0.031075448335745742,0.9444334395765895,0.983922235361918,12
treatment_allocation_confounding,structural_causal,normal,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,structural_causal,surface_shift,success_rate,0.7045833333333333,0.04110177685460885,0.6784685102245899,0.7306981564420768,12
treatment_allocation_confounding,structural_causal,surface_shift,near_optimal_rate,0.9950833333333332,0.003146667308679958,0.9930840363092915,0.9970826303573749,12
treatment_allocation_confounding,structural_causal,surface_shift,avg_cost,0.27990833333333337,0.08870915406626034,0.22354522585111053,0.3362714408155562,12
treatment_allocation_confounding,structural_causal,surface_shift,fairness_gap_ses,0.012886349081679826,0.00840976761328461,0.007543037662724941,0.018229660500634712,12
treatment_allocation_confounding,structural_causal,surface_shift,fairness_gap_ses_max_min,0.034703159709166265,0.023049898302031028,0.020057953032059594,0.049348366386272935,12
treatment_allocation_confounding,structural_causal,surface_shift,under_treatment_disparity,0.02348314704389137,0.024985899988638725,0.0076078635804980276,0.039358430507284714,12
treatment_allocation_confounding,structural_causal,surface_shift,bias_perpetuation_rate,-0.009596084791429337,0.017716736203175525,-0.02085276193331595,0.0016605923504572767,12
treatment_allocation_confounding,structural_causal,surface_shift,group_fairness_gap,0.016740508337916366,0.014027454483848721,0.007827888968503813,0.02565312770732892,12
treatment_allocation_confounding,structural_causal,surface_shift,action_alignment_diagnostic,0.9511023710336519,0.0469077251697894,0.9212986243592489,0.9809061177080549,12
treatment_allocation_confounding,structural_causal,surface_shift,clip_rate,0.0,0.0,0.0,0.0,12
treatment_allocation_confounding,structural_causal,adversarial,success_rate,0.7139166666666666,0.041397097687757,0.6876142056525044,0.7402191276808289,12
